flag,id,prefix,question_text,answer_text,unit_text
missing_answer,QA8005937,QA,"A cyclist travels from A to B, a distance of 24km. If riding continuously without stopping, they would reach B in 2 hours. However, after cycling for 30 minutes, the person stopped for 15 minutes before continuing. What speed must they maintain for the remainder of the journey to arrive at B on time (as originally planned)?",,
missing_answer,QA8006008,QA,"An object travels from A to B on a straight line. For the first half of the distance, the object travels at a speed of 3 m/s, and for the second half of the distance, it travels at a speed of 6 m/s.
A) Calculate the average speed of the object over the entire distance.
B) How long does it take for the object to reach B?",,
missing_answer,QA8006015,QA,"An travels from A to B in 4 hours, and Binh travels from B to A in 5 hours. If An and Binh start at the same time, after 2 hours and 30 minutes, they are 20 km apart. Calculate the length of path AB.",,
missing_answer,QA8006017,QA,"At 6:00 AM, a person departs from A towards B at a speed of 30 km/h. After 30 minutes, another person departs from B towards A at a speed of 40 km/h. They meet at 8:30 AM. Calculate the distance AB.",,
missing_answer,QA8006019,QA,A motorboat travels downstream from pier A to pier B in 2 hours; it travels upstream from pier B to pier A in 3 hours. The speed of the current is 10 km/hour. Calculate the distance AB.,,
missing_answer,QA8006379,QA,"An incident light ray SI is shone onto a system of two plane mirrors. It reflects at I on mirror G₁, then reflects at J on mirror G₂, forming the emergent ray JR.
Find the direction and angle of rotation of the emergent ray JR in the following cases:
a) Mirror G₁ is kept fixed, and mirror G₂ is rotated by an angle of 5° clockwise.
b) Mirror G₂ is kept fixed, and mirror G₁ is rotated by an angle of 5° clockwise.",,
missing_answer,QA8006414,QA,"Does the weight of an object depend on its volume, true or false?",,
missing_answer,QA8006467,QA,"A car is scheduled to travel from A to B at a speed of 48 km/h. After traveling for 1 hour, the car broke down and had to stop for 15 minutes for repairs. To still arrive at B on schedule, the car had to increase its speed by 6 km/h. Calculate the distance AB.",,
missing_answer,QA8006470,QA,"A boat travels downstream from A to B, stops for 2 hours, and then returns to A. The total time for the entire journey (including the stopping time) is 5 hours 30 minutes. The boat's speed in still water is a constant 21 km/h, and the speed of the current is 3 km/h. Calculate the distance of path AB.",,
missing_answer,QA8006471,QA,"At 7:00 AM, a person cycling starts from point A at a speed of 10 km/h. Later, at 8:40 AM, another person on a motorbike also starts from point A, chasing the cyclist at a speed of 30 km/h. At what time do the two people meet?",,
missing_answer,QA8006477,QA,"When 100g of lead is supplied with 260J of heat energy, its temperature increases from 15 to 35 degrees C. What is the specific heat capacity of lead?",,
missing_answer,QA8006560,QA,"An goes from home to school at a speed of 30 km/h. He departs at 6:00 AM. After arriving at school, he stays and studies for 4 hours, then he goes from school back home. An arrives back home at 10:10 AM, and the distance from home to school is 3 km. Calculate An's speed when going from school back home.",,
missing_answer,QA8006574,QA,"**Problem 1:**
A car travels from A and is scheduled to arrive at B at 12:00 PM (noon).
If the car travels at a speed of 35 km/h, it will arrive at B 2 hours later than scheduled.
If the car travels at a speed of 50 km/h, it will arrive at B 1 hour earlier than scheduled.
Calculate the distance AB and the car's departure time from A.",,
missing_answer,QA8006579,QA,"**Problem 4**
Cities A and B are 120 km apart. A car travels from A to B, then returns to A. The total time for the round trip is 4.4 hours.
Calculate the car's speed when going from A to B (outbound speed), knowing that the return speed is 20% faster than the outbound speed.",,
missing_answer,QA8006668,QA,"A person rides a motorcycle from A to B, a distance of 180 km, in a scheduled time. After riding for 2 hours, the person rested for 40 minutes. Therefore, to arrive at B on time, the person had to increase their speed by 6 km/h for the remaining journey. Calculate the initial speed of the motorcycle.",,
missing_answer,QA8006791,QA,"A person plans to travel by car on road AB, which is 120 km long, within a certain planned time. For the first half of the journey, the car travels on a highway at a speed 15 km/h faster than planned. After leaving the highway, for the remaining half of the journey, the car travels at a speed 10 km/h slower than planned. It is known that the car arrived exactly at the planned time. Calculate the planned time for the person to travel the entire road AB.",,
missing_answer,QA8006873,QA,"Cars A and B start at the same time from two locations 250 km apart. They travel towards each other and meet after 2 hours. Find the speed of each car, given that twice the speed of car A is equal to three times the speed of car B.",,
missing_answer,QA8007214,QA,"The distance between Hanoi and Ha Long is 156km. A car departs from Hanoi to Ha Long at a constant speed. 24 minutes later, a motorbike also departs from Hanoi to Ha Long (on the same road as the car) at a speed 8 km/h greater than the car's speed. Both vehicles arrive in Ha Long at the same time. Calculate the speed of each vehicle.",,
missing_answer,QA8007232,QA,"Mr. Toàn rides a bicycle from one location towards another. 30 minutes later, Ms. Ba rides an electric scooter from the second location towards the first. They meet after Ms. Ba has traveled for 1 hour 30 minutes.
Another time, the two people travel from the same two locations, but they start simultaneously. After 1 hour 15 minutes, they are 10.5 km apart.
Calculate each person's speed, knowing the distance between the two locations (the Village and the Town) is 38 km.",,
missing_answer,QA8007281,QA,"The path AB consists of an uphill section 4km long and a downhill section 5km long. A cyclist rides from A to B in 40 minutes and from B to A in 41 minutes. (The speed when going uphill is the same in both directions, and the speed when going downhill is also the same in both directions). Calculate the uphill speed and the downhill speed.",,
missing_answer,QA8007404,QA,"A cyclist travels at a speed of v1 = 8 km/h, and a walker travels at a speed of v2 = 4 km/h. They start simultaneously from the same point and move in opposite directions. After 30 minutes of travel, the cyclist stops and rests for 30 minutes. Then, the cyclist turns around and chases the walker at their original speed. From the moment they started, how long will it take for the cyclist to catch up to the walker?",,
missing_answer,QA8007429,QA,"A plane is ascending at a speed of 540 km/h. The ascent path forms an angle of 24 degrees with the horizontal. After 2 minutes from takeoff, what vertical distance (in kilometers) will the plane have climbed? (Round the result to one decimal place.)",,
missing_answer,QA8007461,QA,"A motorboat travels along a river for a distance of 300km. The time taken to travel downstream is 5 hours, and to travel upstream is 6 hours. Find the speed of the motorboat and the speed of the water current.",,
missing_answer,QA8007526,QA,"At time t = 0, the object is passing through position x = –3 cm with a velocity of v = +4 cm/s. Find the equation of oscillation, given that the amplitude A = 5 cm and the angular frequency ω = 1 (rad/s).",,
missing_answer,QA8007554,QA,"On a train moving straight at an average velocity of 36 km/h relative to the ground, a passenger walks towards the front of the train at 1 m/s relative to the train floor. Choose the positive direction as the direction of the train's motion.
a. The passenger moves at 1 m/s relative to the train floor – that is the relative velocity.
b. The passenger's motion due to being carried along by the train (drag motion) has a velocity of 10 m/s.
c. The motion of the passenger relative to the ground is the superposition of the two motions above.
d. The velocity of the passenger relative to the ground is 9 m/s.",,
missing_answer,QA8007660,QA,"A passenger bus travels from Ho Chi Minh City to Can Tho, a distance of 170 km. After the bus had traveled for 1 hour and 15 minutes, a truck started from Can Tho towards Ho Chi Minh City and met the bus 30 minutes later. Calculate the speed of each vehicle, knowing that the bus travels 20 km/h faster than the truck.",,
missing_answer,QA8007854,QA,"Object A: performs 2500 oscillations in 25 seconds.
Object B: performs 180 oscillations in 1/5 minute.
a/ Which object emits a higher-pitched sound? Why?
b/ Which object's sound can our ears hear? Why?",,
missing_answer,QA8008015,QA,"The first person cycles from A to B, taking 6 hours. The second person rides a motorbike from B to A, taking 3 hours. The second person starts 2 hours after the first person. After the second person has been traveling for 1 hour, have the two people met yet?",,
missing_answer,QA8008077,QA,"A person cycles from A to B, a distance of 36 km. After cycling 12 km, the person rests for 15 minutes. If the cycling speed is v km/h, the total time for cycling and resting is 2 hours. Calculate the speed v.",,
